id,left,top,right,bottom,image,valid,user,origin_source_id,,
631,0.1538,0.3765,0.8516,0.8622,cropped-images-dev/0OYDVOK5IBK_1.jpg,1,3,11562,NULL,NULL
632,0.0971,0.4565,0.8516,0.8494,cropped-images-dev/J6IKADXKIQS_1.jpg,1,3,11563,NULL,NULL
633,0.0897,0.3508,0.8773,0.8751,cropped-images-dev/83P7BQFDOAK_1.jpg,1,3,11564,NULL,NULL
634,0.2253,0.4665,0.7253,0.858,cropped-images-dev/17WYU4YFBLE_1.jpg,1,3,11565,NULL,NULL
635,0.1538,0.0794,0.8791,0.868,cropped-images-dev/C7A63ZZJV3A_1.jpg,1,3,11566,NULL,NULL
636,0.174,0.1122,0.8388,0.9094,cropped-images-dev/S3MGPALSE9H_1.jpg,1,3,11567,NULL,NULL
637,0.1978,0.2065,0.7967,0.8694,cropped-images-dev/YQHQKTWRR0J_1.jpg,1,3,11568,NULL,NULL
638,0.174,0.5694,0.8315,0.8665,cropped-images-dev/DM6DVMMLC6T_1.jpg,1,3,11569,NULL,NULL
639,0.1245,0.5108,0.9011,0.8722,cropped-images-dev/SHUZ0SQ3BMB_1.jpg,1,3,11570,NULL,NULL
640,0.1044,0.3165,0.8516,0.8908,cropped-images-dev/LSPYPPE5IHO_1.jpg,1,3,11571,NULL,NULL
641,0.1557,0.3008,0.8864,0.8608,cropped-images-dev/93SIFS8G6GD_1.jpg,1,3,11572,NULL,NULL
642,0.0238,0.4937,0.8059,0.8522,cropped-images-dev/T5P5H9MD4SD_1.jpg,1,3,11573,NULL,NULL
643,0.1044,0.4594,0.859,0.8808,cropped-images-dev/7MSH5C1Q29Y_1.jpg,1,3,11574,NULL,NULL
644,0.185,0.2822,0.7491,0.8937,cropped-images-dev/8O9MR17WVCQ_1.jpg,1,3,11575,NULL,NULL
645,0.0476,0.1251,0.945,0.9094,cropped-images-dev/YBPNHPS5A1V_1.jpg,1,3,11576,NULL,NULL
646,0.1996,0.1222,0.87,0.8465,cropped-images-dev/0KSGL54UTTX_1.jpg,1,3,11577,NULL,NULL
647,0.1172,0.2065,0.8846,0.858,cropped-images-dev/9YBOZ49KLXW_1.jpg,1,3,11578,NULL,NULL
648,0.1282,0.3008,0.881,0.8651,cropped-images-dev/6RMCA7J064M_1.jpg,1,3,11579,NULL,NULL
649,0.1868,0.5408,0.8022,0.8722,cropped-images-dev/1PWLBRMKYFN_1.jpg,1,3,11580,NULL,NULL
650,0.1465,0.3122,0.859,0.868,cropped-images-dev/IBM5I1YDGQN_1.jpg,1,3,11581,NULL,NULL
651,0.218,0,0.7857,0.8637,cropped-images-dev/UWBV5RQW7PZ_1.jpg,1,3,11582,NULL,NULL
652,0.174,0.5508,0.8663,0.9008,cropped-images-dev/XQD6AKAQJFR_1.jpg,1,3,11583,NULL,NULL
653,0.2253,0.5222,0.7711,0.8765,cropped-images-dev/USSE98GXPZE_1.jpg,1,3,11584,NULL,NULL
654,0.2491,0.5922,0.7326,0.868,cropped-images-dev/Z944KGVEMHE_1.jpg,1,3,11585,NULL,NULL
655,0.2161,0.5294,0.8297,0.8622,cropped-images-dev/LK5IJQQR6NM_1.jpg,1,3,11586,NULL,NULL
656,0.1227,0.2951,0.8407,0.8565,cropped-images-dev/A4NDS97IJSB_1.jpg,1,3,11587,NULL,NULL
657,0.13,0.4394,0.9029,0.8508,cropped-images-dev/ZHZY5U1GREB_1.jpg,1,3,11588,NULL,NULL
658,0.0531,0.4022,0.9249,0.8794,cropped-images-dev/X13BJEST8VS_1.jpg,1,3,11589,NULL,NULL
659,0.2161,0.1151,0.8022,0.8594,cropped-images-dev/EMOH17E7G4O_1.jpg,1,3,11590,NULL,NULL
660,0.1026,0.2522,0.9011,0.908,cropped-images-dev/UOONNFIFHBN_1.jpg,1,3,11591,NULL,NULL
661,0.0751,0.3822,0.8864,0.8594,cropped-images-dev/U9TCIRZ28DC_1.jpg,1,3,11592,NULL,NULL
662,0.174,0.4208,0.8388,0.8722,cropped-images-dev/E11H2MGVLTX_1.jpg,1,3,11593,NULL,NULL
663,0.2509,0.1108,0.7399,0.8665,cropped-images-dev/Q9WB9W2ZKPH_1.jpg,1,3,11594,NULL,NULL
664,0.1392,0.5094,0.8571,0.8851,cropped-images-dev/6P1MG2N7QDC_1.jpg,1,3,11595,NULL,NULL
665,0.0952,0.3008,0.8974,0.8822,cropped-images-dev/2MYK0ZVOD0J_1.jpg,1,3,11596,NULL,NULL
666,0.13,0.2465,0.8443,0.878,cropped-images-dev/043RT70PG1R_1.jpg,1,3,11597,NULL,NULL
667,0.1282,0.2208,0.8535,0.8608,cropped-images-dev/I8WGEHVB22G_1.jpg,1,3,11598,NULL,NULL
668,0.13,0.1408,0.8755,0.8651,cropped-images-dev/IXQR5X4ZDBW_1.jpg,1,3,11599,NULL,NULL
669,0.141,0.4151,0.8645,0.8837,cropped-images-dev/BFOIBRWYX3I_1.jpg,1,3,11600,NULL,NULL
670,0.1374,0.4637,0.8535,0.8765,cropped-images-dev/F9FFLTXQ1UF_1.jpg,1,3,11601,NULL,NULL
671,0.1264,0.3594,0.8571,0.8608,cropped-images-dev/C7R266QTAJC_1.jpg,1,3,11602,NULL,NULL
672,0.1245,0.108,0.8864,0.8708,cropped-images-dev/EXS78CJSN6B_1.jpg,1,3,11603,NULL,NULL
673,0.1136,0.448,0.8443,0.8551,cropped-images-dev/HDKIRT1ICKE_1.jpg,1,3,11604,NULL,NULL
674,0.1557,0.4365,0.8663,0.8994,cropped-images-dev/MAJPO0JCAOX_1.jpg,1,3,11605,NULL,NULL
675,0.2436,0,0.7949,0.8637,cropped-images-dev/GYELG5Z0EJN_1.jpg,1,3,11606,NULL,NULL
676,0.1081,0.4808,0.8626,0.8822,cropped-images-dev/O60755OMDZL_1.jpg,1,3,11607,NULL,NULL
677,0.2418,0.5337,0.7253,0.848,cropped-images-dev/YWLI6JY0U7A_1.jpg,1,3,11608,NULL,NULL
678,0.0458,0.1422,0.8974,0.8722,cropped-images-dev/SNXSG7PJIKL_1.jpg,1,3,11609,NULL,NULL
679,0.1392,0.3822,0.837,0.8651,cropped-images-dev/AYNZCIRS0MR_1.jpg,1,3,11610,NULL,NULL
680,0.1502,0.5037,0.8864,0.8794,cropped-images-dev/XU6WPJ2NJ2M_1.jpg,1,3,11611,NULL,NULL
681,0.0256,0.5494,0.7967,0.8751,cropped-images-dev/FQTOUFO5VFK_1.jpg,1,3,11612,NULL,NULL
682,0.1593,0.1037,0.859,0.878,cropped-images-dev/2XWC871WQ8V_1.jpg,1,3,11613,NULL,NULL
683,0.0769,0.4794,0.8608,0.8637,cropped-images-dev/Q55AUQ067RR_1.jpg,1,3,11614,NULL,NULL
684,0.0806,0.4065,0.8626,0.878,cropped-images-dev/XYXVKIEXNNF_1.jpg,1,3,11615,NULL,NULL
685,0.0806,0.1351,0.8883,0.8408,cropped-images-dev/C10YYY587OC_1.jpg,1,3,11616,NULL,NULL
686,0.1868,0.2137,0.7876,0.8994,cropped-images-dev/C8NOANAAI7V_1.jpg,1,3,11617,NULL,NULL
687,0.1081,0.2308,0.8663,0.8794,cropped-images-dev/Z77R39O743T_1.jpg,1,3,11618,NULL,NULL
688,0.1154,0.4451,0.859,0.858,cropped-images-dev/0Y8YHM41QTG_1.jpg,1,3,11619,NULL,NULL
689,0.2491,0.1208,0.7912,0.8637,cropped-images-dev/DXHDJ3WVGNH_1.jpg,1,3,11620,NULL,NULL
690,0.0897,0.3137,0.9194,0.8937,cropped-images-dev/26RLIX3AUTQ_1.jpg,1,3,11621,NULL,NULL
691,0.2692,0.368,0.7637,0.8651,cropped-images-dev/ON7DUMZ7ZLZ_1.jpg,1,3,11622,NULL,NULL
692,0.1868,0.5322,0.7637,0.868,cropped-images-dev/FG8MSN5XNWG_1.jpg,1,3,11623,NULL,NULL
693,0.0495,0.4265,0.9487,0.8694,cropped-images-dev/7G4XUZVKJRT_1.jpg,1,3,11624,NULL,NULL
694,0.0952,0.328,0.9579,0.8594,cropped-images-dev/0RDNJ8EOVOH_1.jpg,1,3,11625,NULL,NULL
695,0.0989,0.2451,0.9158,0.8765,cropped-images-dev/O8CP2C7RRPP_1.jpg,1,3,11626,NULL,NULL
696,0.1337,0.398,0.9066,0.858,cropped-images-dev/CFAZIA604EO_1.jpg,1,3,11627,NULL,NULL
697,0.1209,0.198,0.8901,0.8722,cropped-images-dev/I9F811Z09WQ_1.jpg,1,3,11628,NULL,NULL
698,0.1557,0.3822,0.859,0.888,cropped-images-dev/S4UHMFZZOHD_1.jpg,1,3,11629,NULL,NULL
699,0.2363,0,0.7289,0.8494,cropped-images-dev/Q1GVGJJQLGN_1.jpg,1,3,11630,NULL,NULL
700,0.2381,0.1308,0.7253,0.858,cropped-images-dev/ZWFM0WEOBNH_1.jpg,1,3,11631,NULL,NULL
701,0.1355,0.488,0.8443,0.8722,cropped-images-dev/M8P310COFSE_1.jpg,1,3,11632,NULL,NULL
702,0.1557,0.5165,0.8187,0.8751,cropped-images-dev/U91S91OC40L_1.jpg,1,3,11633,NULL,NULL
703,0.1813,0.4822,0.8352,0.8937,cropped-images-dev/B5I1YIV129O_1.jpg,1,3,11634,NULL,NULL
704,0.0934,0.3437,0.8571,0.8737,cropped-images-dev/YJM3TJCF5PE_1.jpg,1,3,11635,NULL,NULL
705,0.1245,0.3037,0.8242,0.8608,cropped-images-dev/12TN3XKQ12S_1.jpg,1,3,11636,NULL,NULL
706,0.1319,0.1722,0.848,0.8594,cropped-images-dev/7Q075VZJUXB_1.jpg,1,3,11637,NULL,NULL
707,0.2399,0.108,0.7619,0.868,cropped-images-dev/ZJ9M6U8NUDA_1.jpg,1,3,11638,NULL,NULL
708,0.2015,0.5508,0.793,0.8808,cropped-images-dev/JPD0ZQGDB5Y_1.jpg,1,3,11639,NULL,NULL
709,0.1703,0,0.7949,0.8608,cropped-images-dev/6VJX1PXKPSX_1.jpg,1,3,11640,NULL,NULL
710,0.0604,0.3951,0.8919,0.8808,cropped-images-dev/CHTHXHQ9OAB_1.jpg,1,3,11641,NULL,NULL
711,0.0714,0.1751,0.8663,0.8951,cropped-images-dev/6V7NYNS0PQK_1.jpg,NULL,3,11642,NULL,NULL
712,0.196,0,0.7985,0.8722,cropped-images-dev/UML5WDYKBTG_1.jpg,1,3,11643,NULL,NULL
713,0.1538,0.1137,0.8333,0.858,cropped-images-dev/NNB93TUNE4A_1.jpg,1,3,11644,NULL,NULL
714,0.1264,0.3608,0.8571,0.8765,cropped-images-dev/AZ698F5R19Q_1.jpg,1,3,11645,NULL,NULL
715,0.2546,0.0951,0.7766,0.898,cropped-images-dev/6RCKP753ISO_1.jpg,1,3,11646,NULL,NULL
716,0.1154,0.4637,0.9139,0.8722,cropped-images-dev/6AQNSIXJ3ZX_1.jpg,1,3,11647,NULL,NULL
717,0.1319,0.3065,0.8462,0.8894,cropped-images-dev/YD8BI7MLWQU_1.jpg,1,3,11648,NULL,NULL
718,0.2124,0.4837,0.718,0.8551,cropped-images-dev/IPNN3IITTKW_1.jpg,1,3,11649,NULL,NULL
719,0.0824,0.3037,0.9652,0.8594,cropped-images-dev/DIKGK59S3XZ_1.jpg,1,3,11650,NULL,NULL
720,0.1392,0.358,0.859,0.8837,cropped-images-dev/80A2OR0C02O_1.jpg,1,3,11651,NULL,NULL
721,0.1319,0.4522,0.8462,0.8694,cropped-images-dev/ZVDTDRKFYUC_1.jpg,1,3,11652,NULL,NULL
722,0.1172,0.3637,0.8626,0.8551,cropped-images-dev/772HPHS284F_1.jpg,1,3,11653,NULL,NULL
723,0.1154,0.5408,0.848,0.8522,cropped-images-dev/01FXI6AC2FO_1.jpg,1,3,11654,NULL,NULL
724,0.1905,0.4665,0.7454,0.8708,cropped-images-dev/WT94KNT3EKR_1.jpg,1,3,11655,NULL,NULL
725,0.0971,0.4622,0.8864,0.888,cropped-images-dev/IRMGNSKWDIM_1.jpg,1,3,11656,NULL,NULL
726,0.1355,0.438,0.8828,0.8851,cropped-images-dev/R0LP1FOR9IN_1.jpg,1,3,11657,NULL,NULL
727,0.1264,0.3822,0.8571,0.8751,cropped-images-dev/D5VEY1IW1UJ_1.jpg,1,3,11658,NULL,NULL
728,0.1832,0.498,0.8315,0.8522,cropped-images-dev/QKJZAP57BST_1.jpg,1,3,11659,NULL,NULL
729,0.2198,0.1037,0.7985,0.878,cropped-images-dev/RF0DJHNJ3TP_1.jpg,1,3,11660,NULL,NULL
730,0.1447,0.0822,0.859,0.878,cropped-images-dev/03DAH0L9BMF_1.jpg,1,3,11661,NULL,NULL
731,0.1667,0.4822,0.8132,0.8765,cropped-images-dev/744DDIJ18HU_1.jpg,1,3,11662,NULL,NULL
732,0.141,0.478,0.8974,0.8722,cropped-images-dev/QBCULBO2DSZ_1.jpg,1,3,11663,NULL,NULL
733,0.2308,0.4937,0.7106,0.8294,cropped-images-dev/MPC87M5RGES_1.jpg,1,3,11664,NULL,NULL
734,0.0952,0.298,0.8462,0.8908,cropped-images-dev/8G9MDAWBUET_1.jpg,1,3,11665,NULL,NULL
735,0.1538,0.5665,0.8333,0.8451,cropped-images-dev/ZS26TY3F7FJ_1.jpg,1,3,11666,NULL,NULL
736,0.2472,0.548,0.7363,0.8522,cropped-images-dev/ITSLPY2MZMK_1.jpg,1,3,11667,NULL,NULL
737,0.163,0.4137,0.8187,0.8494,cropped-images-dev/WW2Z971PXZP_1.jpg,1,3,11668,NULL,NULL
738,0.1319,0.1508,0.9029,0.8622,cropped-images-dev/ZWHF7BYL9FQ_1.jpg,1,3,11669,NULL,NULL
739,0.1282,0.5022,0.8883,0.8722,cropped-images-dev/QUUBQESAZQE_1.jpg,1,3,11670,NULL,NULL
740,0.152,0.5051,0.8278,0.8537,cropped-images-dev/534CCJXSL3F_1.jpg,1,3,11671,NULL,NULL
741,0.1941,0,0.8205,0.8808,cropped-images-dev/JXG20C2DP2T_1.jpg,1,3,11672,NULL,NULL
742,0.1172,0.318,0.859,0.8537,cropped-images-dev/Z15OOJ6JAHU_1.jpg,1,3,11673,NULL,NULL
743,0.141,0.558,0.848,0.848,cropped-images-dev/8HKU2GDJWJR_1.jpg,1,3,11674,NULL,NULL
744,0.0879,0.3108,0.8608,0.8708,cropped-images-dev/42R3WLW3OWY_1.jpg,1,3,11675,NULL,NULL
745,0.2051,0.2337,0.8205,0.8637,cropped-images-dev/VKQ46JVN6UE_1.jpg,1,3,11676,NULL,NULL
746,0.119,0.458,0.8901,0.8722,cropped-images-dev/G5HIMNIHXUH_1.jpg,1,3,11677,NULL,NULL
747,0.2784,0.2051,0.7271,0.8437,cropped-images-dev/KBFCATWM6RW_1.jpg,1,3,11678,NULL,NULL
748,0.2418,0.5122,0.7088,0.8765,cropped-images-dev/XIQYBVIX5KC_1.jpg,1,3,11679,NULL,NULL
749,0.1429,0,0.8407,0.8451,cropped-images-dev/LRCWFFTGROK_1.jpg,1,3,11680,NULL,NULL
750,0.1282,0.2065,0.848,0.8908,cropped-images-dev/ARNDZKJUJQY_1.jpg,NULL,3,11681,NULL,NULL
751,0.1081,0.448,0.8608,0.868,cropped-images-dev/M9MP9KWWHIY_1.jpg,NULL,3,11682,NULL,NULL
752,0.2582,0.5222,0.718,0.8665,cropped-images-dev/9EBETEAKJZR_1.jpg,NULL,3,11683,NULL,NULL
753,0.1319,0.4351,0.8956,0.8694,cropped-images-dev/J2RO82LC71D_1.jpg,NULL,3,11684,NULL,NULL
754,0.1758,0.5508,0.826,0.8408,cropped-images-dev/7L1P588G7OC_1.jpg,NULL,3,11685,NULL,NULL
755,0.2051,0.5694,0.7949,0.8594,cropped-images-dev/EFW1P6RXLAV_1.jpg,NULL,3,11686,NULL,NULL
756,0.1355,0.4365,0.859,0.8737,cropped-images-dev/CQ4HWNWSD7P_1.jpg,NULL,3,11687,NULL,NULL
757,0.2418,0.5422,0.7637,0.8337,cropped-images-dev/8W6BITIFB7G_1.jpg,NULL,3,11688,NULL,NULL
758,0.1099,0.4237,0.8608,0.8765,cropped-images-dev/RNU0AAX4MAC_1.jpg,NULL,3,11689,NULL,NULL
759,0.1667,0.4494,0.8407,0.8894,cropped-images-dev/F3U48K385WH_1.jpg,NULL,3,11690,NULL,NULL
760,0.1447,0.4894,0.8773,0.8794,cropped-images-dev/XPNDTG250XQ_1.jpg,NULL,3,11691,NULL,NULL
761,0.0916,0.1565,0.9048,0.878,cropped-images-dev/4OGMLCZSV7F_1.jpg,NULL,3,11692,NULL,NULL
762,0.1484,0.4394,0.8645,0.8665,cropped-images-dev/SO014B07KWQ_1.jpg,NULL,3,11693,NULL,NULL
763,0.1484,0.4551,0.8645,0.878,cropped-images-dev/SABJQTFQOWU_1.jpg,NULL,3,11694,NULL,NULL
764,0.1905,0.5037,0.782,0.8665,cropped-images-dev/TR9WPK2S7NN_1.jpg,NULL,3,11695,NULL,NULL
765,0.044,0.2694,0.9158,0.8908,cropped-images-dev/AZO6UBYPUTS_1.jpg,NULL,3,11696,NULL,NULL
766,0.2124,0.4865,0.8242,0.8808,cropped-images-dev/CN0GWUL9DIF_1.jpg,NULL,3,11697,NULL,NULL
767,0.2198,0.5294,0.7234,0.8465,cropped-images-dev/IUH46VMWQRR_1.jpg,NULL,3,11698,NULL,NULL
768,0.0806,0.3337,0.8919,0.8837,cropped-images-dev/BJ90TLDFSRZ_1.jpg,NULL,3,11699,NULL,NULL
769,0.1044,0.3651,0.9066,0.868,cropped-images-dev/7CWQBPVZXLT_1.jpg,NULL,3,11700,NULL,NULL
770,0.1319,0.4937,0.8407,0.8651,cropped-images-dev/K7NHBCL5XWF_1.jpg,NULL,3,11701,NULL,NULL
771,0.1593,0,0.837,0.8394,cropped-images-dev/2ZS09125OEB_1.jpg,NULL,3,11702,NULL,NULL
772,0.0934,0.248,0.8626,0.888,cropped-images-dev/101OCBODSFA_1.jpg,NULL,3,11703,NULL,NULL
773,0.1538,0.4737,0.8095,0.8837,cropped-images-dev/D3E86LY7WKM_1.jpg,NULL,3,11704,NULL,NULL
774,0.2289,0.3637,0.7619,0.8708,cropped-images-dev/R2LRRVSGIZQ_1.jpg,NULL,3,11705,NULL,NULL
775,0.1044,0.4351,0.8938,0.9194,cropped-images-dev/NV9T49DPCMS_1.jpg,NULL,3,11706,NULL,NULL
776,0.1465,0.4922,0.8352,0.8865,cropped-images-dev/O7FRGMT5MYF_1.jpg,NULL,3,11707,NULL,NULL
777,0.0971,0.4808,0.945,0.918,cropped-images-dev/OF8CZH6MUGT_1.jpg,NULL,3,11708,NULL,NULL
778,0.163,0.2294,0.8168,0.8894,cropped-images-dev/GTEBXH482SU_1.jpg,NULL,3,11709,NULL,NULL
779,0.0989,0.118,0.9084,0.918,cropped-images-dev/2MM706PPOEQ_1.jpg,NULL,3,11710,NULL,NULL
780,0.1612,0.1108,0.8718,0.8851,cropped-images-dev/XQYA1H3LRSR_1.jpg,NULL,3,11711,NULL,NULL
781,0.1813,0.5208,0.8516,0.868,cropped-images-dev/0M8A1RBV2KR_1.jpg,NULL,3,11712,NULL,NULL
782,0.0934,0.3037,0.9487,0.8994,cropped-images-dev/FMFKWNGAJXL_1.jpg,NULL,3,11713,NULL,NULL
783,0.1612,0.5494,0.826,0.858,cropped-images-dev/BZRBOF1K1PM_1.jpg,NULL,3,11714,NULL,NULL
784,0.1355,0.0994,0.8388,0.9037,cropped-images-dev/KIQ5W6A5EDF_1.jpg,NULL,3,11715,NULL,NULL
785,0.0678,0.2751,0.8956,0.8622,cropped-images-dev/H2HSPSJCHUW_1.jpg,NULL,3,11716,NULL,NULL
786,0.1136,0.408,0.9011,0.8522,cropped-images-dev/WHVE1EP0FZH_1.jpg,NULL,3,11717,NULL,NULL
787,0.0861,0.5065,0.9121,0.8865,cropped-images-dev/NC5U8D4QSWC_1.jpg,NULL,3,11718,NULL,NULL
788,0.1465,0.0879,0.8571,0.8851,cropped-images-dev/O17EHW4X5ZG_1.jpg,NULL,3,11719,NULL,NULL
789,0.1026,0.4994,0.9066,0.8751,cropped-images-dev/DFDD450ODPI_1.jpg,NULL,3,11720,NULL,NULL
790,0.1337,0.5022,0.8736,0.9122,cropped-images-dev/954EN5SBKVM_1.jpg,NULL,3,11721,NULL,NULL
791,0.1245,0.4865,0.8681,0.868,cropped-images-dev/98N6HBNQYSQ_1.jpg,NULL,3,11722,NULL,NULL
792,0.1319,0.2422,0.8718,0.9065,cropped-images-dev/YL127HTLZKZ_1.jpg,NULL,3,11723,NULL,NULL
793,0.1593,0.4565,0.7601,0.8994,cropped-images-dev/BAOQ56PPUEE_1.jpg,NULL,3,11724,NULL,NULL
794,0.2088,0.3808,0.7491,0.8694,cropped-images-dev/WJKO1SLW5TS_1.jpg,NULL,3,11725,NULL,NULL
795,0.2472,0.498,0.8425,0.848,cropped-images-dev/RV590C616BO_1.jpg,NULL,3,11726,NULL,NULL
796,0.0824,0.348,0.8791,0.8894,cropped-images-dev/863M8O4SD0M_1.jpg,NULL,3,11727,NULL,NULL
797,0.1374,0.4594,0.8938,0.9065,cropped-images-dev/OQOQC5AK0EC_1.jpg,NULL,3,11728,NULL,NULL
798,0.1484,0.4251,0.8608,0.8494,cropped-images-dev/TLYAEW63HJQ_1.jpg,NULL,3,11729,NULL,NULL
799,0.1319,0.5008,0.8645,0.9051,cropped-images-dev/4Z0EVLQ7JUJ_1.jpg,NULL,3,11730,NULL,NULL
800,0.1099,0.2451,0.8864,0.8637,cropped-images-dev/3ECHXDFDSRS_1.jpg,NULL,3,11731,NULL,NULL
801,0.0934,0.2208,0.9139,0.8794,cropped-images-dev/71LT1CTD4NM_1.jpg,NULL,3,11732,NULL,NULL
802,0.207,0.1051,0.8315,0.8965,cropped-images-dev/FBNBSSHSBKS_1.jpg,NULL,3,11733,NULL,NULL
803,0.1557,0.4608,0.881,0.9065,cropped-images-dev/P0JRYGRUZBC_1.jpg,NULL,3,11734,NULL,NULL
804,0.1703,0.4951,0.8828,0.9222,cropped-images-dev/22ZQKM76LGO_1.jpg,NULL,3,11735,NULL,NULL
805,0.1245,0.1908,0.8626,0.8637,cropped-images-dev/RYHP3LBP9GO_1.jpg,NULL,3,11736,NULL,NULL
806,0.0678,0.4508,0.8993,0.8922,cropped-images-dev/LPGBBDBL34G_1.jpg,NULL,3,11737,NULL,NULL
807,0.152,0.5237,0.8333,0.9051,cropped-images-dev/9YZI6XXOJLX_1.jpg,NULL,3,11738,NULL,NULL
808,0.1612,0.2922,0.8755,0.8708,cropped-images-dev/MKYH50Y3BKL_1.jpg,NULL,3,11739,NULL,NULL
809,0.1209,0.4008,0.9615,0.9008,cropped-images-dev/07Y2CMMP0VC_1.jpg,NULL,3,11740,NULL,NULL
810,0.0696,0.2708,0.8938,0.8722,cropped-images-dev/1NVT8GDC0AV_1.jpg,NULL,3,11741,NULL,NULL
811,0.1264,0.2265,0.8974,0.928,cropped-images-dev/QH162GOOB7T_1.jpg,NULL,3,11742,NULL,NULL
812,0.1758,0.1122,0.8022,0.8808,cropped-images-dev/6OEK09XRTWO_1.jpg,NULL,3,11743,NULL,NULL
813,0.1154,0.4108,0.8681,0.888,cropped-images-dev/7OD4JXJHD2N_1.jpg,NULL,3,11744,NULL,NULL
814,0.1758,0.1537,0.837,0.9051,cropped-images-dev/O5GPKRPUNQG_1.jpg,NULL,3,11745,NULL,NULL
815,0.0989,0.2037,0.8901,0.9137,cropped-images-dev/VOA6K4PUGJY_1.jpg,NULL,3,11746,NULL,NULL
816,0.207,0.5065,0.8004,0.878,cropped-images-dev/UHVGFA2S83G_1.jpg,NULL,3,11747,NULL,NULL
817,0.0989,0.1965,0.8114,0.8708,cropped-images-dev/T5P5997FIFL_1.jpg,NULL,3,11748,NULL,NULL
818,0.1813,0,0.8297,0.8437,cropped-images-dev/SRJG10R7FZE_1.jpg,NULL,3,11749,NULL,NULL
819,0.0696,0.528,0.9469,0.8837,cropped-images-dev/6EQZ20HIGHV_1.jpg,NULL,3,11750,NULL,NULL
820,0.1996,0.488,0.7637,0.8551,cropped-images-dev/V4NRHRSYI3M_1.jpg,NULL,3,11751,NULL,NULL
821,0.1978,0.0951,0.8022,0.8694,cropped-images-dev/AWWR77OQW7P_1.jpg,NULL,3,11752,NULL,NULL
822,0.163,0.5008,0.8388,0.8765,cropped-images-dev/E82NOROSIFM_1.jpg,NULL,3,11753,NULL,NULL
823,0.1484,0.4194,0.8443,0.8622,cropped-images-dev/5BI8BJZIVFE_1.jpg,NULL,3,11754,NULL,NULL
824,0.1154,0.2394,0.8645,0.8765,cropped-images-dev/Q52K0XULO7E_1.jpg,NULL,3,11755,NULL,NULL
825,0.13,0.4051,0.9011,0.868,cropped-images-dev/VX918E52UTR_1.jpg,NULL,3,11756,NULL,NULL
826,0.1099,0.4651,0.8736,0.8751,cropped-images-dev/3L8C5HFZI1Z_1.jpg,NULL,3,11757,NULL,NULL
827,0.196,0.5665,0.8278,0.8651,cropped-images-dev/B1FLWY1O9QV_1.jpg,NULL,3,11758,NULL,NULL
828,0.1099,0.1665,0.8846,0.8922,cropped-images-dev/1KU80BJY1KR_1.jpg,NULL,3,11759,NULL,NULL
829,0.2546,0.5222,0.8407,0.8708,cropped-images-dev/NG2DXQ8CMKN_1.jpg,NULL,3,11760,NULL,NULL
830,0.2161,0.548,0.7747,0.8608,cropped-images-dev/S74O8NEYMTW_1.jpg,NULL,3,11761,NULL,NULL
831,0.1978,0.5222,0.7802,0.8522,cropped-images-dev/TL5KQMBM3QL_1.jpg,NULL,3,11762,NULL,NULL
832,0.1172,0.1351,0.8553,0.8837,cropped-images-dev/F9GB2Z6Z8GY_1.jpg,NULL,3,11763,NULL,NULL
833,0.152,0.1322,0.859,0.8765,cropped-images-dev/KIM1MLY3PUP_1.jpg,NULL,3,11764,NULL,NULL
834,0.1026,0.4422,0.9231,0.8894,cropped-images-dev/REQJ5LVTFWO_1.jpg,NULL,3,11765,NULL,NULL
835,0.2124,0.5622,0.7308,0.8722,cropped-images-dev/PCC8FU4FGBR_1.jpg,NULL,3,11766,NULL,NULL
836,0.1355,0.1922,0.8626,0.878,cropped-images-dev/62MX8YCN50N_1.jpg,NULL,3,11767,NULL,NULL
837,0.1886,0.5308,0.8242,0.8608,cropped-images-dev/JD5WDOOPO7G_1.jpg,NULL,3,11768,NULL,NULL
838,0.1667,0,0.8132,0.878,cropped-images-dev/WAK9PQJA95P_1.jpg,NULL,3,11769,NULL,NULL
839,0.1484,0.5422,0.848,0.868,cropped-images-dev/MEQ5QNOML3L_1.jpg,NULL,3,11770,NULL,NULL
840,0.0842,0.4994,0.9158,0.8594,cropped-images-dev/USKGLCCNBRI_1.jpg,NULL,3,11771,NULL,NULL
841,0.1117,0.4094,0.8755,0.908,cropped-images-dev/CWAD4A9KT0E_1.jpg,NULL,3,11772,NULL,NULL
842,0.1484,0.508,0.8205,0.8608,cropped-images-dev/6S2ITXY30ZW_1.jpg,NULL,3,11773,NULL,NULL
843,0.1172,0.448,0.8901,0.8851,cropped-images-dev/0B9R1MKS89F_1.jpg,NULL,3,11774,NULL,NULL
844,0.1136,0.298,0.8645,0.8922,cropped-images-dev/RL7MC92YR6D_1.jpg,NULL,3,11775,NULL,NULL
845,0.1392,0.3037,0.8828,0.8851,cropped-images-dev/YS318TRVSUB_1.jpg,NULL,3,11776,NULL,NULL
846,0.2015,0.5394,0.8315,0.8737,cropped-images-dev/9XLXT9WN7IF_1.jpg,NULL,3,11777,NULL,NULL
847,0.0769,0.3737,0.9084,0.8494,cropped-images-dev/3Y152GTD6WQ_1.jpg,NULL,3,11778,NULL,NULL
848,0.0916,0.3537,0.8956,0.8622,cropped-images-dev/A98E7XGM5BI_1.jpg,NULL,3,11779,NULL,NULL
849,0.0971,0.2122,0.8791,0.8822,cropped-images-dev/IILL5YREGHY_1.jpg,NULL,3,11780,NULL,NULL
